income_group,target_pop,hs_constraints,vaccine_doses,vaccine,age_groups_covered,age_groups_covered_d4,vacc_start,dt,repetition,seeding_cases,vacc_per_week,t_d3,t_d4,vfr,vfr2,max_Rt_var2_scal,vfr_time1,vfr_time2,vfr2_time1,vfr2_time2,mu_ab_infection,mu_ab_inf_scal_vfr,max_ab,hosp_scal_vfr,ICU_scal_vfr,hosp_scal_vfr2,ICU_scal_vfr2,omicron_vaccine,variant_specific,vaccine_vfr,dose_4_fold_increase,vfr_drift_factor,rt_drift_factor,end_date,infection_decay_rate_scale,age_groups_covered_d3,age_groups_covered_d5,age_groups_covered_d6,age_groups_covered_d7,age_groups_covered_d8,age_groups_covered_d9,t_d5,t_d6,t_d7,t_d8,t_d9,scenario,name,strategy,mu_ab_d1,mu_ab_d2,k,dose_3_fold_increase,hl_s,hl_l,period_s,period_l,ab_50,ab_50_severe,std10
LMIC,1000000,Present,3,"AstraZeneca Primary, Moderna Booster",15,5,4/1/2021,0.25,29,10,0.02,227,365,5.1,5.1,1,11/27/2021,12/31/2021,10/1/2023,10/31/2023,1,0.5,5,0.3,0.3,1,1,1,0,3.162,1,1.05,1.05,12/31/2024,1,15,5,5,5,5,5,365,366,365,365,1,114,rq4_lmic_newvariant,realistic,0.103687081651056,0.36152700186421255,3.1804021615713367,3.1207189877131443,34.51428287017532,581.3760329248341,75.24835745857536,366.457174120638,0.09092243952375802,0.02105839765119326,0.44
LMIC,1000000,Present,3,"AstraZeneca Primary, Moderna Booster",15,5,4/1/2021,0.25,29,10,0.02,227,365,5.1,10,1,11/27/2021,12/31/2021,10/1/2023,10/31/2023,1,0.5,5,0.3,0.3,0.3,0.3,1,0,3.162,1,1.05,1.05,12/31/2024,1,15,5,5,5,5,5,365,366,365,365,1,115,rq4_lmic_newvariant,realistic,0.103687081651056,0.36152700186421255,3.1804021615713367,3.1207189877131443,34.51428287017532,581.3760329248341,75.24835745857536,366.457174120638,0.09092243952375802,0.02105839765119326,0.44
LMIC,1000000,Present,3,"AstraZeneca Primary, Moderna Booster",15,5,4/1/2021,0.25,29,10,0.02,227,365,5.1,10,1,11/27/2021,12/31/2021,10/1/2023,10/31/2023,1,0.5,5,0.3,0.3,1,1,1,0,3.162,1,1.05,1.05,12/31/2024,1,15,5,5,5,5,5,365,366,365,365,1,116,rq4_lmic_newvariant,realistic,0.103687081651056,0.36152700186421255,3.1804021615713367,3.1207189877131443,34.51428287017532,581.3760329248341,75.24835745857536,366.457174120638,0.09092243952375802,0.02105839765119326,0.44
LMIC,1000000,Present,3,"AstraZeneca Primary, Moderna Booster",15,5,4/1/2021,0.25,30,10,0.02,227,365,5.1,5.1,1,11/27/2021,12/31/2021,10/1/2023,10/31/2023,1,0.5,5,0.3,0.3,0.3,0.3,1,0,3.162,1,1.05,1.05,12/31/2024,1,15,5,5,5,5,5,365,366,365,365,1,117,rq4_lmic_newvariant,realistic,0.103687081651056,0.36152700186421255,3.1804021615713367,3.1207189877131443,34.51428287017532,581.3760329248341,75.24835745857536,366.457174120638,0.09092243952375802,0.02105839765119326,0.44
LMIC,1000000,Present,3,"AstraZeneca Primary, Moderna Booster",15,5,4/1/2021,0.25,30,10,0.02,227,365,5.1,5.1,1,11/27/2021,12/31/2021,10/1/2023,10/31/2023,1,0.5,5,0.3,0.3,1,1,1,0,3.162,1,1.05,1.05,12/31/2024,1,15,5,5,5,5,5,365,366,365,365,1,118,rq4_lmic_newvariant,realistic,0.103687081651056,0.36152700186421255,3.1804021615713367,3.1207189877131443,34.51428287017532,581.3760329248341,75.24835745857536,366.457174120638,0.09092243952375802,0.02105839765119326,0.44
LMIC,1000000,Present,3,"AstraZeneca Primary, Moderna Booster",15,5,4/1/2021,0.25,30,10,0.02,227,365,5.1,10,1,11/27/2021,12/31/2021,10/1/2023,10/31/2023,1,0.5,5,0.3,0.3,0.3,0.3,1,0,3.162,1,1.05,1.05,12/31/2024,1,15,5,5,5,5,5,365,366,365,365,1,119,rq4_lmic_newvariant,realistic,0.103687081651056,0.36152700186421255,3.1804021615713367,3.1207189877131443,34.51428287017532,581.3760329248341,75.24835745857536,366.457174120638,0.09092243952375802,0.02105839765119326,0.44
LMIC,1000000,Present,3,"AstraZeneca Primary, Moderna Booster",15,5,4/1/2021,0.25,30,10,0.02,227,365,5.1,10,1,11/27/2021,12/31/2021,10/1/2023,10/31/2023,1,0.5,5,0.3,0.3,1,1,1,0,3.162,1,1.05,1.05,12/31/2024,1,15,5,5,5,5,5,365,366,365,365,1,120,rq4_lmic_newvariant,realistic,0.103687081651056,0.36152700186421255,3.1804021615713367,3.1207189877131443,34.51428287017532,581.3760329248341,75.24835745857536,366.457174120638,0.09092243952375802,0.02105839765119326,0.44
LMIC,1000000,Present,3,"AstraZeneca Primary, Moderna Booster",15,5,4/1/2021,0.25,31,10,0.02,227,365,5.1,5.1,1,11/27/2021,12/31/2021,10/1/2023,10/31/2023,1,0.5,5,0.3,0.3,0.3,0.3,1,0,3.162,1,1.05,1.05,12/31/2024,1,15,5,5,5,5,5,365,366,365,365,1,121,rq4_lmic_newvariant,realistic,0.103687081651056,0.36152700186421255,3.1804021615713367,3.1207189877131443,34.51428287017532,581.3760329248341,75.24835745857536,366.457174120638,0.09092243952375802,0.02105839765119326,0.44
LMIC,1000000,Present,3,"AstraZeneca Primary, Moderna Booster",15,5,4/1/2021,0.25,31,10,0.02,227,365,5.1,5.1,1,11/27/2021,12/31/2021,10/1/2023,10/31/2023,1,0.5,5,0.3,0.3,1,1,1,0,3.162,1,1.05,1.05,12/31/2024,1,15,5,5,5,5,5,365,366,365,365,1,122,rq4_lmic_newvariant,realistic,0.103687081651056,0.36152700186421255,3.1804021615713367,3.1207189877131443,34.51428287017532,581.3760329248341,75.24835745857536,366.457174120638,0.09092243952375802,0.02105839765119326,0.44
LMIC,1000000,Present,3,"AstraZeneca Primary, Moderna Booster",15,5,4/1/2021,0.25,31,10,0.02,227,365,5.1,10,1,11/27/2021,12/31/2021,10/1/2023,10/31/2023,1,0.5,5,0.3,0.3,0.3,0.3,1,0,3.162,1,1.05,1.05,12/31/2024,1,15,5,5,5,5,5,365,366,365,365,1,123,rq4_lmic_newvariant,realistic,0.103687081651056,0.36152700186421255,3.1804021615713367,3.1207189877131443,34.51428287017532,581.3760329248341,75.24835745857536,366.457174120638,0.09092243952375802,0.02105839765119326,0.44
LMIC,1000000,Present,3,"AstraZeneca Primary, Moderna Booster",15,5,4/1/2021,0.25,31,10,0.02,227,365,5.1,10,1,11/27/2021,12/31/2021,10/1/2023,10/31/2023,1,0.5,5,0.3,0.3,1,1,1,0,3.162,1,1.05,1.05,12/31/2024,1,15,5,5,5,5,5,365,366,365,365,1,124,rq4_lmic_newvariant,realistic,0.103687081651056,0.36152700186421255,3.1804021615713367,3.1207189877131443,34.51428287017532,581.3760329248341,75.24835745857536,366.457174120638,0.09092243952375802,0.02105839765119326,0.44
LMIC,1000000,Present,3,"AstraZeneca Primary, Moderna Booster",15,5,4/1/2021,0.25,32,10,0.02,227,365,5.1,5.1,1,11/27/2021,12/31/2021,10/1/2023,10/31/2023,1,0.5,5,0.3,0.3,0.3,0.3,1,0,3.162,1,1.05,1.05,12/31/2024,1,15,5,5,5,5,5,365,366,365,365,1,125,rq4_lmic_newvariant,realistic,0.103687081651056,0.36152700186421255,3.1804021615713367,3.1207189877131443,34.51428287017532,581.3760329248341,75.24835745857536,366.457174120638,0.09092243952375802,0.02105839765119326,0.44
LMIC,1000000,Present,3,"AstraZeneca Primary, Moderna Booster",15,5,4/1/2021,0.25,32,10,0.02,227,365,5.1,5.1,1,11/27/2021,12/31/2021,10/1/2023,10/31/2023,1,0.5,5,0.3,0.3,1,1,1,0,3.162,1,1.05,1.05,12/31/2024,1,15,5,5,5,5,5,365,366,365,365,1,126,rq4_lmic_newvariant,realistic,0.103687081651056,0.36152700186421255,3.1804021615713367,3.1207189877131443,34.51428287017532,581.3760329248341,75.24835745857536,366.457174120638,0.09092243952375802,0.02105839765119326,0.44
LMIC,1000000,Present,3,"AstraZeneca Primary, Moderna Booster",15,5,4/1/2021,0.25,32,10,0.02,227,365,5.1,10,1,11/27/2021,12/31/2021,10/1/2023,10/31/2023,1,0.5,5,0.3,0.3,0.3,0.3,1,0,3.162,1,1.05,1.05,12/31/2024,1,15,5,5,5,5,5,365,366,365,365,1,127,rq4_lmic_newvariant,realistic,0.103687081651056,0.36152700186421255,3.1804021615713367,3.1207189877131443,34.51428287017532,581.3760329248341,75.24835745857536,366.457174120638,0.09092243952375802,0.02105839765119326,0.44
LMIC,1000000,Present,3,"AstraZeneca Primary, Moderna Booster",15,5,4/1/2021,0.25,32,10,0.02,227,365,5.1,10,1,11/27/2021,12/31/2021,10/1/2023,10/31/2023,1,0.5,5,0.3,0.3,1,1,1,0,3.162,1,1.05,1.05,12/31/2024,1,15,5,5,5,5,5,365,366,365,365,1,128,rq4_lmic_newvariant,realistic,0.103687081651056,0.36152700186421255,3.1804021615713367,3.1207189877131443,34.51428287017532,581.3760329248341,75.24835745857536,366.457174120638,0.09092243952375802,0.02105839765119326,0.44
LMIC,1000000,Present,3,"AstraZeneca Primary, Moderna Booster",15,5,4/1/2021,0.25,33,10,0.02,227,365,5.1,5.1,1,11/27/2021,12/31/2021,10/1/2023,10/31/2023,1,0.5,5,0.3,0.3,0.3,0.3,1,0,3.162,1,1.05,1.05,12/31/2024,1,15,5,5,5,5,5,365,366,365,365,1,129,rq4_lmic_newvariant,realistic,0.103687081651056,0.36152700186421255,3.1804021615713367,3.1207189877131443,34.51428287017532,581.3760329248341,75.24835745857536,366.457174120638,0.09092243952375802,0.02105839765119326,0.44
LMIC,1000000,Present,3,"AstraZeneca Primary, Moderna Booster",15,5,4/1/2021,0.25,33,10,0.02,227,365,5.1,5.1,1,11/27/2021,12/31/2021,10/1/2023,10/31/2023,1,0.5,5,0.3,0.3,1,1,1,0,3.162,1,1.05,1.05,12/31/2024,1,15,5,5,5,5,5,365,366,365,365,1,130,rq4_lmic_newvariant,realistic,0.103687081651056,0.36152700186421255,3.1804021615713367,3.1207189877131443,34.51428287017532,581.3760329248341,75.24835745857536,366.457174120638,0.09092243952375802,0.02105839765119326,0.44
LMIC,1000000,Present,3,"AstraZeneca Primary, Moderna Booster",15,5,4/1/2021,0.25,33,10,0.02,227,365,5.1,10,1,11/27/2021,12/31/2021,10/1/2023,10/31/2023,1,0.5,5,0.3,0.3,0.3,0.3,1,0,3.162,1,1.05,1.05,12/31/2024,1,15,5,5,5,5,5,365,366,365,365,1,131,rq4_lmic_newvariant,realistic,0.103687081651056,0.36152700186421255,3.1804021615713367,3.1207189877131443,34.51428287017532,581.3760329248341,75.24835745857536,366.457174120638,0.09092243952375802,0.02105839765119326,0.44
LMIC,1000000,Present,3,"AstraZeneca Primary, Moderna Booster",15,5,4/1/2021,0.25,33,10,0.02,227,365,5.1,10,1,11/27/2021,12/31/2021,10/1/2023,10/31/2023,1,0.5,5,0.3,0.3,1,1,1,0,3.162,1,1.05,1.05,12/31/2024,1,15,5,5,5,5,5,365,366,365,365,1,132,rq4_lmic_newvariant,realistic,0.103687081651056,0.36152700186421255,3.1804021615713367,3.1207189877131443,34.51428287017532,581.3760329248341,75.24835745857536,366.457174120638,0.09092243952375802,0.02105839765119326,0.44
LMIC,1000000,Present,3,"AstraZeneca Primary, Moderna Booster",15,5,4/1/2021,0.25,34,10,0.02,227,365,5.1,5.1,1,11/27/2021,12/31/2021,10/1/2023,10/31/2023,1,0.5,5,0.3,0.3,0.3,0.3,1,0,3.162,1,1.05,1.05,12/31/2024,1,15,5,5,5,5,5,365,366,365,365,1,133,rq4_lmic_newvariant,realistic,0.103687081651056,0.36152700186421255,3.1804021615713367,3.1207189877131443,34.51428287017532,581.3760329248341,75.24835745857536,366.457174120638,0.09092243952375802,0.02105839765119326,0.44
LMIC,1000000,Present,3,"AstraZeneca Primary, Moderna Booster",15,5,4/1/2021,0.25,34,10,0.02,227,365,5.1,5.1,1,11/27/2021,12/31/2021,10/1/2023,10/31/2023,1,0.5,5,0.3,0.3,1,1,1,0,3.162,1,1.05,1.05,12/31/2024,1,15,5,5,5,5,5,365,366,365,365,1,134,rq4_lmic_newvariant,realistic,0.103687081651056,0.36152700186421255,3.1804021615713367,3.1207189877131443,34.51428287017532,581.3760329248341,75.24835745857536,366.457174120638,0.09092243952375802,0.02105839765119326,0.44
LMIC,1000000,Present,3,"AstraZeneca Primary, Moderna Booster",15,5,4/1/2021,0.25,34,10,0.02,227,365,5.1,10,1,11/27/2021,12/31/2021,10/1/2023,10/31/2023,1,0.5,5,0.3,0.3,0.3,0.3,1,0,3.162,1,1.05,1.05,12/31/2024,1,15,5,5,5,5,5,365,366,365,365,1,135,rq4_lmic_newvariant,realistic,0.103687081651056,0.36152700186421255,3.1804021615713367,3.1207189877131443,34.51428287017532,581.3760329248341,75.24835745857536,366.457174120638,0.09092243952375802,0.02105839765119326,0.44
LMIC,1000000,Present,3,"AstraZeneca Primary, Moderna Booster",15,5,4/1/2021,0.25,34,10,0.02,227,365,5.1,10,1,11/27/2021,12/31/2021,10/1/2023,10/31/2023,1,0.5,5,0.3,0.3,1,1,1,0,3.162,1,1.05,1.05,12/31/2024,1,15,5,5,5,5,5,365,366,365,365,1,136,rq4_lmic_newvariant,realistic,0.103687081651056,0.36152700186421255,3.1804021615713367,3.1207189877131443,34.51428287017532,581.3760329248341,75.24835745857536,366.457174120638,0.09092243952375802,0.02105839765119326,0.44
LMIC,1000000,Present,3,"AstraZeneca Primary, Moderna Booster",15,5,4/1/2021,0.25,35,10,0.02,227,365,5.1,5.1,1,11/27/2021,12/31/2021,10/1/2023,10/31/2023,1,0.5,5,0.3,0.3,0.3,0.3,1,0,3.162,1,1.05,1.05,12/31/2024,1,15,5,5,5,5,5,365,366,365,365,1,137,rq4_lmic_newvariant,realistic,0.103687081651056,0.36152700186421255,3.1804021615713367,3.1207189877131443,34.51428287017532,581.3760329248341,75.24835745857536,366.457174120638,0.09092243952375802,0.02105839765119326,0.44
LMIC,1000000,Present,3,"AstraZeneca Primary, Moderna Booster",15,5,4/1/2021,0.25,35,10,0.02,227,365,5.1,5.1,1,11/27/2021,12/31/2021,10/1/2023,10/31/2023,1,0.5,5,0.3,0.3,1,1,1,0,3.162,1,1.05,1.05,12/31/2024,1,15,5,5,5,5,5,365,366,365,365,1,138,rq4_lmic_newvariant,realistic,0.103687081651056,0.36152700186421255,3.1804021615713367,3.1207189877131443,34.51428287017532,581.3760329248341,75.24835745857536,366.457174120638,0.09092243952375802,0.02105839765119326,0.44
LMIC,1000000,Present,3,"AstraZeneca Primary, Moderna Booster",15,5,4/1/2021,0.25,35,10,0.02,227,365,5.1,10,1,11/27/2021,12/31/2021,10/1/2023,10/31/2023,1,0.5,5,0.3,0.3,0.3,0.3,1,0,3.162,1,1.05,1.05,12/31/2024,1,15,5,5,5,5,5,365,366,365,365,1,139,rq4_lmic_newvariant,realistic,0.103687081651056,0.36152700186421255,3.1804021615713367,3.1207189877131443,34.51428287017532,581.3760329248341,75.24835745857536,366.457174120638,0.09092243952375802,0.02105839765119326,0.44
LMIC,1000000,Present,3,"AstraZeneca Primary, Moderna Booster",15,5,4/1/2021,0.25,35,10,0.02,227,365,5.1,10,1,11/27/2021,12/31/2021,10/1/2023,10/31/2023,1,0.5,5,0.3,0.3,1,1,1,0,3.162,1,1.05,1.05,12/31/2024,1,15,5,5,5,5,5,365,366,365,365,1,140,rq4_lmic_newvariant,realistic,0.103687081651056,0.36152700186421255,3.1804021615713367,3.1207189877131443,34.51428287017532,581.3760329248341,75.24835745857536,366.457174120638,0.09092243952375802,0.02105839765119326,0.44
LMIC,1000000,Present,3,"AstraZeneca Primary, Moderna Booster",15,5,4/1/2021,0.25,36,10,0.02,227,365,5.1,5.1,1,11/27/2021,12/31/2021,10/1/2023,10/31/2023,1,0.5,5,0.3,0.3,0.3,0.3,1,0,3.162,1,1.05,1.05,12/31/2024,1,15,5,5,5,5,5,365,366,365,365,1,141,rq4_lmic_newvariant,realistic,0.103687081651056,0.36152700186421255,3.1804021615713367,3.1207189877131443,34.51428287017532,581.3760329248341,75.24835745857536,366.457174120638,0.09092243952375802,0.02105839765119326,0.44
LMIC,1000000,Present,3,"AstraZeneca Primary, Moderna Booster",15,5,4/1/2021,0.25,36,10,0.02,227,365,5.1,5.1,1,11/27/2021,12/31/2021,10/1/2023,10/31/2023,1,0.5,5,0.3,0.3,1,1,1,0,3.162,1,1.05,1.05,12/31/2024,1,15,5,5,5,5,5,365,366,365,365,1,142,rq4_lmic_newvariant,realistic,0.103687081651056,0.36152700186421255,3.1804021615713367,3.1207189877131443,34.51428287017532,581.3760329248341,75.24835745857536,366.457174120638,0.09092243952375802,0.02105839765119326,0.44
LMIC,1000000,Present,3,"AstraZeneca Primary, Moderna Booster",15,5,4/1/2021,0.25,36,10,0.02,227,365,5.1,10,1,11/27/2021,12/31/2021,10/1/2023,10/31/2023,1,0.5,5,0.3,0.3,0.3,0.3,1,0,3.162,1,1.05,1.05,12/31/2024,1,15,5,5,5,5,5,365,366,365,365,1,143,rq4_lmic_newvariant,realistic,0.103687081651056,0.36152700186421255,3.1804021615713367,3.1207189877131443,34.51428287017532,581.3760329248341,75.24835745857536,366.457174120638,0.09092243952375802,0.02105839765119326,0.44
LMIC,1000000,Present,3,"AstraZeneca Primary, Moderna Booster",15,5,4/1/2021,0.25,36,10,0.02,227,365,5.1,10,1,11/27/2021,12/31/2021,10/1/2023,10/31/2023,1,0.5,5,0.3,0.3,1,1,1,0,3.162,1,1.05,1.05,12/31/2024,1,15,5,5,5,5,5,365,366,365,365,1,144,rq4_lmic_newvariant,realistic,0.103687081651056,0.36152700186421255,3.1804021615713367,3.1207189877131443,34.51428287017532,581.3760329248341,75.24835745857536,366.457174120638,0.09092243952375802,0.02105839765119326,0.44
LMIC,1000000,Present,3,"AstraZeneca Primary, Moderna Booster",15,5,4/1/2021,0.25,37,10,0.02,227,365,5.1,5.1,1,11/27/2021,12/31/2021,10/1/2023,10/31/2023,1,0.5,5,0.3,0.3,0.3,0.3,1,0,3.162,1,1.05,1.05,12/31/2024,1,15,5,5,5,5,5,365,366,365,365,1,145,rq4_lmic_newvariant,realistic,0.103687081651056,0.36152700186421255,3.1804021615713367,3.1207189877131443,34.51428287017532,581.3760329248341,75.24835745857536,366.457174120638,0.09092243952375802,0.02105839765119326,0.44
LMIC,1000000,Present,3,"AstraZeneca Primary, Moderna Booster",15,5,4/1/2021,0.25,37,10,0.02,227,365,5.1,5.1,1,11/27/2021,12/31/2021,10/1/2023,10/31/2023,1,0.5,5,0.3,0.3,1,1,1,0,3.162,1,1.05,1.05,12/31/2024,1,15,5,5,5,5,5,365,366,365,365,1,146,rq4_lmic_newvariant,realistic,0.103687081651056,0.36152700186421255,3.1804021615713367,3.1207189877131443,34.51428287017532,581.3760329248341,75.24835745857536,366.457174120638,0.09092243952375802,0.02105839765119326,0.44
LMIC,1000000,Present,3,"AstraZeneca Primary, Moderna Booster",15,5,4/1/2021,0.25,37,10,0.02,227,365,5.1,10,1,11/27/2021,12/31/2021,10/1/2023,10/31/2023,1,0.5,5,0.3,0.3,0.3,0.3,1,0,3.162,1,1.05,1.05,12/31/2024,1,15,5,5,5,5,5,365,366,365,365,1,147,rq4_lmic_newvariant,realistic,0.103687081651056,0.36152700186421255,3.1804021615713367,3.1207189877131443,34.51428287017532,581.3760329248341,75.24835745857536,366.457174120638,0.09092243952375802,0.02105839765119326,0.44
LMIC,1000000,Present,3,"AstraZeneca Primary, Moderna Booster",15,5,4/1/2021,0.25,37,10,0.02,227,365,5.1,10,1,11/27/2021,12/31/2021,10/1/2023,10/31/2023,1,0.5,5,0.3,0.3,1,1,1,0,3.162,1,1.05,1.05,12/31/2024,1,15,5,5,5,5,5,365,366,365,365,1,148,rq4_lmic_newvariant,realistic,0.103687081651056,0.36152700186421255,3.1804021615713367,3.1207189877131443,34.51428287017532,581.3760329248341,75.24835745857536,366.457174120638,0.09092243952375802,0.02105839765119326,0.44
LMIC,1000000,Present,3,"AstraZeneca Primary, Moderna Booster",15,5,4/1/2021,0.25,38,10,0.02,227,365,5.1,5.1,1,11/27/2021,12/31/2021,10/1/2023,10/31/2023,1,0.5,5,0.3,0.3,0.3,0.3,1,0,3.162,1,1.05,1.05,12/31/2024,1,15,5,5,5,5,5,365,366,365,365,1,149,rq4_lmic_newvariant,realistic,0.103687081651056,0.36152700186421255,3.1804021615713367,3.1207189877131443,34.51428287017532,581.3760329248341,75.24835745857536,366.457174120638,0.09092243952375802,0.02105839765119326,0.44
LMIC,1000000,Present,3,"AstraZeneca Primary, Moderna Booster",15,5,4/1/2021,0.25,38,10,0.02,227,365,5.1,5.1,1,11/27/2021,12/31/2021,10/1/2023,10/31/2023,1,0.5,5,0.3,0.3,1,1,1,0,3.162,1,1.05,1.05,12/31/2024,1,15,5,5,5,5,5,365,366,365,365,1,150,rq4_lmic_newvariant,realistic,0.103687081651056,0.36152700186421255,3.1804021615713367,3.1207189877131443,34.51428287017532,581.3760329248341,75.24835745857536,366.457174120638,0.09092243952375802,0.02105839765119326,0.44
LMIC,1000000,Present,3,"AstraZeneca Primary, Moderna Booster",15,5,4/1/2021,0.25,38,10,0.02,227,365,5.1,10,1,11/27/2021,12/31/2021,10/1/2023,10/31/2023,1,0.5,5,0.3,0.3,0.3,0.3,1,0,3.162,1,1.05,1.05,12/31/2024,1,15,5,5,5,5,5,365,366,365,365,1,151,rq4_lmic_newvariant,realistic,0.103687081651056,0.36152700186421255,3.1804021615713367,3.1207189877131443,34.51428287017532,581.3760329248341,75.24835745857536,366.457174120638,0.09092243952375802,0.02105839765119326,0.44
LMIC,1000000,Present,3,"AstraZeneca Primary, Moderna Booster",15,5,4/1/2021,0.25,38,10,0.02,227,365,5.1,10,1,11/27/2021,12/31/2021,10/1/2023,10/31/2023,1,0.5,5,0.3,0.3,1,1,1,0,3.162,1,1.05,1.05,12/31/2024,1,15,5,5,5,5,5,365,366,365,365,1,152,rq4_lmic_newvariant,realistic,0.103687081651056,0.36152700186421255,3.1804021615713367,3.1207189877131443,34.51428287017532,581.3760329248341,75.24835745857536,366.457174120638,0.09092243952375802,0.02105839765119326,0.44
LMIC,1000000,Present,3,"AstraZeneca Primary, Moderna Booster",15,5,4/1/2021,0.25,39,10,0.02,227,365,5.1,5.1,1,11/27/2021,12/31/2021,10/1/2023,10/31/2023,1,0.5,5,0.3,0.3,0.3,0.3,1,0,3.162,1,1.05,1.05,12/31/2024,1,15,5,5,5,5,5,365,366,365,365,1,153,rq4_lmic_newvariant,realistic,0.103687081651056,0.36152700186421255,3.1804021615713367,3.1207189877131443,34.51428287017532,581.3760329248341,75.24835745857536,366.457174120638,0.09092243952375802,0.02105839765119326,0.44
LMIC,1000000,Present,3,"AstraZeneca Primary, Moderna Booster",15,5,4/1/2021,0.25,39,10,0.02,227,365,5.1,5.1,1,11/27/2021,12/31/2021,10/1/2023,10/31/2023,1,0.5,5,0.3,0.3,1,1,1,0,3.162,1,1.05,1.05,12/31/2024,1,15,5,5,5,5,5,365,366,365,365,1,154,rq4_lmic_newvariant,realistic,0.103687081651056,0.36152700186421255,3.1804021615713367,3.1207189877131443,34.51428287017532,581.3760329248341,75.24835745857536,366.457174120638,0.09092243952375802,0.02105839765119326,0.44
LMIC,1000000,Present,3,"AstraZeneca Primary, Moderna Booster",15,5,4/1/2021,0.25,39,10,0.02,227,365,5.1,10,1,11/27/2021,12/31/2021,10/1/2023,10/31/2023,1,0.5,5,0.3,0.3,0.3,0.3,1,0,3.162,1,1.05,1.05,12/31/2024,1,15,5,5,5,5,5,365,366,365,365,1,155,rq4_lmic_newvariant,realistic,0.103687081651056,0.36152700186421255,3.1804021615713367,3.1207189877131443,34.51428287017532,581.3760329248341,75.24835745857536,366.457174120638,0.09092243952375802,0.02105839765119326,0.44
LMIC,1000000,Present,3,"AstraZeneca Primary, Moderna Booster",15,5,4/1/2021,0.25,39,10,0.02,227,365,5.1,10,1,11/27/2021,12/31/2021,10/1/2023,10/31/2023,1,0.5,5,0.3,0.3,1,1,1,0,3.162,1,1.05,1.05,12/31/2024,1,15,5,5,5,5,5,365,366,365,365,1,156,rq4_lmic_newvariant,realistic,0.103687081651056,0.36152700186421255,3.1804021615713367,3.1207189877131443,34.51428287017532,581.3760329248341,75.24835745857536,366.457174120638,0.09092243952375802,0.02105839765119326,0.44
LMIC,1000000,Present,3,"AstraZeneca Primary, Moderna Booster",15,5,4/1/2021,0.25,40,10,0.02,227,365,5.1,5.1,1,11/27/2021,12/31/2021,10/1/2023,10/31/2023,1,0.5,5,0.3,0.3,0.3,0.3,1,0,3.162,1,1.05,1.05,12/31/2024,1,15,5,5,5,5,5,365,366,365,365,1,157,rq4_lmic_newvariant,realistic,0.103687081651056,0.36152700186421255,3.1804021615713367,3.1207189877131443,34.51428287017532,581.3760329248341,75.24835745857536,366.457174120638,0.09092243952375802,0.02105839765119326,0.44
LMIC,1000000,Present,3,"AstraZeneca Primary, Moderna Booster",15,5,4/1/2021,0.25,40,10,0.02,227,365,5.1,5.1,1,11/27/2021,12/31/2021,10/1/2023,10/31/2023,1,0.5,5,0.3,0.3,1,1,1,0,3.162,1,1.05,1.05,12/31/2024,1,15,5,5,5,5,5,365,366,365,365,1,158,rq4_lmic_newvariant,realistic,0.103687081651056,0.36152700186421255,3.1804021615713367,3.1207189877131443,34.51428287017532,581.3760329248341,75.24835745857536,366.457174120638,0.09092243952375802,0.02105839765119326,0.44
LMIC,1000000,Present,3,"AstraZeneca Primary, Moderna Booster",15,5,4/1/2021,0.25,40,10,0.02,227,365,5.1,10,1,11/27/2021,12/31/2021,10/1/2023,10/31/2023,1,0.5,5,0.3,0.3,0.3,0.3,1,0,3.162,1,1.05,1.05,12/31/2024,1,15,5,5,5,5,5,365,366,365,365,1,159,rq4_lmic_newvariant,realistic,0.103687081651056,0.36152700186421255,3.1804021615713367,3.1207189877131443,34.51428287017532,581.3760329248341,75.24835745857536,366.457174120638,0.09092243952375802,0.02105839765119326,0.44
LMIC,1000000,Present,3,"AstraZeneca Primary, Moderna Booster",15,5,4/1/2021,0.25,40,10,0.02,227,365,5.1,10,1,11/27/2021,12/31/2021,10/1/2023,10/31/2023,1,0.5,5,0.3,0.3,1,1,1,0,3.162,1,1.05,1.05,12/31/2024,1,15,5,5,5,5,5,365,366,365,365,1,160,rq4_lmic_newvariant,realistic,0.103687081651056,0.36152700186421255,3.1804021615713367,3.1207189877131443,34.51428287017532,581.3760329248341,75.24835745857536,366.457174120638,0.09092243952375802,0.02105839765119326,0.44
LMIC,1000000,Present,3,"AstraZeneca Primary, Moderna Booster",15,5,4/1/2021,0.25,41,10,0.02,227,365,5.1,5.1,1,11/27/2021,12/31/2021,10/1/2023,10/31/2023,1,0.5,5,0.3,0.3,0.3,0.3,1,0,3.162,1,1.05,1.05,12/31/2024,1,15,5,5,5,5,5,365,366,365,365,1,161,rq4_lmic_newvariant,realistic,0.103687081651056,0.36152700186421255,3.1804021615713367,3.1207189877131443,34.51428287017532,581.3760329248341,75.24835745857536,366.457174120638,0.09092243952375802,0.02105839765119326,0.44
LMIC,1000000,Present,3,"AstraZeneca Primary, Moderna Booster",15,5,4/1/2021,0.25,41,10,0.02,227,365,5.1,5.1,1,11/27/2021,12/31/2021,10/1/2023,10/31/2023,1,0.5,5,0.3,0.3,1,1,1,0,3.162,1,1.05,1.05,12/31/2024,1,15,5,5,5,5,5,365,366,365,365,1,162,rq4_lmic_newvariant,realistic,0.103687081651056,0.36152700186421255,3.1804021615713367,3.1207189877131443,34.51428287017532,581.3760329248341,75.24835745857536,366.457174120638,0.09092243952375802,0.02105839765119326,0.44
